"idName","respAcc"
"eqlciwjb",1
"eqlciwjb",0
"eqlciwjb",0
"eqlciwjb",1
"eqlciwjb",1
"eqlciwjb",1
"eqlciwjb",0
"eqlciwjb",0
"eqlciwjb",1
"eqlciwjb",0
"eqlciwjb",0
"eqlciwjb",0
"eqlciwjb",1
"eqlciwjb",1
"eqlciwjb",0
"eqlciwjb",0
"eqlciwjb",1
"eqlciwjb",1
"eqlciwjb",1
"eqlciwjb",1
"eqlciwjb",0
"eqlciwjb",0
"eqlciwjb",0
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",0
"amvpnlro",1
"amvpnlro",0
"amvpnlro",0
"amvpnlro",0
"amvpnlro",1
"amvpnlro",1
"amvpnlro",0
"amvpnlro",0
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",0
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",0
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",0
"amvpnlro",1
"amvpnlro",0
"amvpnlro",1
"amvpnlro",0
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",1
"amvpnlro",0
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",0
"rqlvwbij",0
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",0
"rqlvwbij",0
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",1
"rqlvwbij",0
"rqlvwbij",0
"rqlvwbij",0
"rqlvwbij",0
"rqlvwbij",0
"enbrozck",0
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",1
"enbrozck",1
"enbrozck",1
"enbrozck",1
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",1
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",1
"enbrozck",0
"enbrozck",0
"enbrozck",0
"enbrozck",0
"enbrozck",1
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",1
"enbrozck",1
"enbrozck",0
"enbrozck",1
"enbrozck",0
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",0
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",0
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",0
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",0
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",0
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",0
"ijgtqhwy",0
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"ijgtqhwy",1
"zdysilmr",0
"zdysilmr",1
"zdysilmr",1
"zdysilmr",0
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",0
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",0
"zdysilmr",0
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",0
"zdysilmr",0
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",1
"zdysilmr",0
"zdysilmr",0
"zdysilmr",1
"zdysilmr",1
"gyehufsn",0
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",0
"gyehufsn",0
"gyehufsn",1
"gyehufsn",0
"gyehufsn",1
"gyehufsn",0
"gyehufsn",0
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",0
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",0
"gyehufsn",1
"gyehufsn",1
"gyehufsn",0
"gyehufsn",0
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"gyehufsn",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",0
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"pdlvcxuo",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",1
"ekowrtdi",0
"ekowrtdi",0
"ekowrtdi",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"mkcgospr",0
"mkcgospr",0
"mkcgospr",0
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"mkcgospr",1
"mkcgospr",0
"mkcgospr",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",0
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",0
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",0
"fanktsmh",1
"fanktsmh",0
"fanktsmh",1
"fanktsmh",0
"fanktsmh",1
"fanktsmh",0
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",1
"fanktsmh",0
"fanktsmh",0
"fanktsmh",0
"fanktsmh",1
"fanktsmh",1
"qyextihm",0
"qyextihm",0
"qyextihm",1
"qyextihm",1
"qyextihm",0
"qyextihm",0
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",0
"qyextihm",0
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",0
"qyextihm",0
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"qyextihm",1
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",0
"gnzaekpu",0
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",0
"gnzaekpu",1
"gnzaekpu",0
"elktaqzn",0
"elktaqzn",1
"elktaqzn",1
"elktaqzn",0
"elktaqzn",1
"elktaqzn",0
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",0
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",0
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",0
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"elktaqzn",0
"elktaqzn",1
"elktaqzn",1
"elktaqzn",0
"elktaqzn",0
"elktaqzn",1
"elktaqzn",1
"elktaqzn",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",0
"xyeuisvj",1
"xyeuisvj",1
"xyeuisvj",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",0
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",1
"zlxevtnd",0
"zlxevtnd",0
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",0
"nsbjcfka",1
"nsbjcfka",0
"nsbjcfka",1
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"gsmpnboj",0
"gsmpnboj",0
"gsmpnboj",1
"gsmpnboj",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",0
"lparfkoh",0
"lparfkoh",0
"lparfkoh",1
"lparfkoh",1
"lparfkoh",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",1
"lparfkoh",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"lparfkoh",0
"lparfkoh",1
"wmyzualo",1
"wmyzualo",0
"wmyzualo",0
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",0
"wmyzualo",1
"wmyzualo",0
"wmyzualo",0
"wmyzualo",0
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",0
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",0
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",0
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"wmyzualo",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",0
"eaytjlfi",1
"eaytjlfi",0
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",0
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",0
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",0
"eaytjlfi",0
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"eaytjlfi",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",0
"bpqzhlgf",0
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",0
"bpqzhlgf",1
"bpqzhlgf",0
"bpqzhlgf",0
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",0
"bpqzhlgf",0
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",0
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",0
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"bpqzhlgf",1
"eipvfznh",0
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",0
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",0
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",0
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"eipvfznh",1
"hlurnxqa",0
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",0
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",0
"hlurnxqa",0
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",0
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",0
"hlurnxqa",0
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",0
"hlurnxqa",0
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",1
"hlurnxqa",0
"hlurnxqa",1
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",0
"kdygczao",1
"kdygczao",0
"kdygczao",0
"kdygczao",1
"kdygczao",0
"kdygczao",1
"kdygczao",0
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",0
"kdygczao",0
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",0
"kdygczao",0
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",0
"kdygczao",1
"kdygczao",0
"kdygczao",1
"kdygczao",1
"kdygczao",1
"kdygczao",0
"kdygczao",1
"kdygczao",0
"kdygczao",0
"kdygczao",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"ownifjmx",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",1
"ownifjmx",0
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",0
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",0
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",0
"iksnthom",0
"iksnthom",1
"iksnthom",1
"iksnthom",0
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",0
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",1
"iksnthom",0
"iksnthom",0
"ohigndcx",1
"ohigndcx",1
"ohigndcx",0
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",0
"ohigndcx",1
"ohigndcx",0
"ohigndcx",1
"ohigndcx",0
"ohigndcx",0
"ohigndcx",0
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",0
"ohigndcx",1
"ohigndcx",1
"ohigndcx",0
"ohigndcx",1
"ohigndcx",0
"ohigndcx",0
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",0
"ohigndcx",0
"ohigndcx",0
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",1
"ohigndcx",0
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",0
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",0
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",1
"dcaosvlu",0
"dcaosvlu",1
"dcaosvlu",0
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",0
"drgitbho",1
"drgitbho",0
"drgitbho",0
"drgitbho",1
"drgitbho",1
"drgitbho",0
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",1
"drgitbho",1
